,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
577,PMC7194633,PMC7194633_17,Introduction,How should we protect our BTS staffs who are obligated to work in close proximity to the apparently healthy blood donors?,How do we plan the duty-hours of our BTS staff in the wake of this pandemic when fear and anxiety are genuine among the healthcare workers?,What could be the short and long-term implications of the reduced collections on our services?,1.0,0.0
578,PMC4342793,PMC4342793_170,Exploring the origin of PST diversity in the UK ::: Discussion,"Furthermore, Ali et al. [40] previously classified two Chinese isolates collected in 2001 as belonging to the Northern French genotypic group (G1).",Future studies will focus on comparative sequence analysis between the PST isolates reported herein and global isolates of PST to determine the specific geographic origin(s) for this diverse PST population in the UK.,|,0.0,1.0
579,PMC7443718,PMC7443718_15,,"This requires governments to publish that evidence base, as well as the need for some oversight, from, for example, the World Health Organization (WHO), in order to encourage governments to do so.",It is also possible that lobbying from the scientific community hastened the UK publication of their evidence base.5,|,0.0,0.0
580,PMC4465284,PMC4465284_100,Trypsin ::: Cellular proteases involved in coronavirus activation ::: Coronavirus spike (S) proteolytic activation,"For those coronaviruses with respiratory tissue tropism, cell-culture based studies using trypsin likely act as a surrogate for more biologically relevant proteases such as members of the TMPRSS family, which have similar substrate specificities.","A good example of this is SARS-CoV produced in VeroE6 cells where trypsin can override the need for cathepsin-mediated cleavage, and shifts the virus to a low-pH independent route of entry, possibly at the plasma membrane.","As with PEDV, prior binding to the viral receptor is a pre-requisite for SARS-CoV fusion activation (Matsuyama et al., 2005).",0.0,0.0
581,PMC7274352,PMC7274352_134,Conclusion and Future Work,|,"For the future work, we intend to complete the study by adding also necessary conditions and by considering also the Dragonfly and Lower estimation algebras that seem to be more promising for obtaining mild solvability conditions similarly to the case of Sobociński or Bochvar external algebra.","Furthermore, there exist problems derived from the solvability modeling more practically oriented research that are not expected to be so demanding on the conditions such as the solvability itself.",0.0,1.0
582,PMC7264590,PMC7264590_66,Intraoperative techniques ::: Elective tracheostomy in COVID‐19 positive patients ::: DISCUSSION,"Check for proper inflation and monitor any evidence of cuff leaks.8, 9, 11, 15
Suture the tube to the skin and strap separately.","
19

After removing endotracheal tube, place facemask on patient to protect against dispersion should the patient cough.","
18

Doffing of PPE and disposal of tools according to institutional protocol.8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19

",0.0,0.0
583,PMC7439973,PMC7439973_14,Introduction,"Starting in China and passing to all the worldwide, a novel virus named COVID-19 outbreaks continuously.",This virus infects the victim with fever and respiratory symptoms such as cough and sore throat.,"However, those symptoms do not confirm the infection with COVID-19 [1], so many attempts have been performed to find a tool that confirms if the person infected with COVID-19.",1.0,0.0
584,PMC7173591,PMC7173591_85,Wine and Food,"Anecdotal statements that wine ‘cuts through fat’ are legion, but appear to be unsupported by corroborative data.","If this view has a physicochemical basis, the partial fat solubility of ethanol may reduce the oily mouth-feel of fats, as well as limit the activation of taste receptors to fatty acids, but this is no more than speculation.",The acids in wine might also have a similar effect.,0.0,1.0
585,PMC7474429,PMC7474429_275,4. Discussion,"However, only minimal titers of virus-neutralizing antibodies were detected at 46 dpi.","Perhaps, PRRSV does not suppress the humoral immune response.","Instead, the virus evades from antibody-mediated neutralization through different mechanisms such as glycan shielding and decoy epitopes [93,94,95].",0.0,1.0
586,PMC7173591,PMC7173591_479,Cardiovascular Disease,Action of immune cells in the plaque also induces migration of smooth muscle cells from the artery wall into the intima.,"Here they proliferate and produce collagen, forming a fibrous cap over the plaque.","Additional LDLs slowly collect, provoking further rounds of inflammation and plaque enlargement.",0.0,0.0
587,PMC7306821,PMC7306821_111,Discussion,"However, theoretical estimates of latency based on distance of PLD2 from its substrate suggest a PLD2-dependent latency of ∼650 µs (22), much faster than our application of anesthetic (>10 s).","In membranes that are mechanically disrupted, we have measured a PLD2 latency of TREK-1 activation with an upper limit of 2.1 ms (44); we expect disruption by anesthetic is similar.","PA can also affect membrane curvature and hydrophobic mismatch, and anesthetics can in theory affect these properties or a PLD1-dependent pathway to regulate TREK-1 (45), but in cultured cells these potential mechanisms, if they contribute, appear to be minor compared to the contribution of PLD2 based on xPLD2 inhibition (Fig. 2 A–C).",0.0,1.0
588,PMC7385311,PMC7385311_2,abstract,The present discussion is to bring the focus on various social issues that emerge during outbreak and calls for equal attention as that of other health-care interventions.,"These issues are summarized in three categories: first, stigmatization due to lack of knowledge about the source of infection; second, speculations and their consequences around lack of knowledge about transmission; and finally, the concern regarding miscommunication during such a crisis.",Most of these concerns emerge from press and social media coverage of the episode.,1.0,0.0
589,PMC7354790,PMC7354790_87,A Brief Introduction to Minimum Energy Design (MED) ::: Demonstration: A Search of Minimum Energy Designs,"However, when the grid size is too large that becomes infeasible to search over all possible combinations, or the grid size is continuous in nature, we need an efficient approach to obtain the adequately good MED, even if it is not optimal.","Thus, we suggest to use our proposed two-step SIB method.",|,0.0,0.0
590,PMC7461755,PMC7461755_81,Management,"Education regarding adequate feet hygiene, nail care, appropriate selection of socks and footwear can be imparted over telecommunication and can significantly mitigate the risk of developing DFU.","Further, patients should be provided with detailed information on whom to contact and which hospital to go in case any ulcer complication develops.",|,0.0,0.0
591,PMC4728566,PMC4728566_46,2.2. Quercetin Performed the Inhibitory Activity in the Initial Stage of Influenza Virus Infection ::: 2. Result,|,"Having identified the anti-influenza activity of quercetin, we hoped to explore the potential mechanism of its anti-influenza activity.","As Yu et al. [26] reported, one life cycle of the influenza virus was around 8–10 h, and was divided into three steps: virus entry (0–2 h), viral genome replication and translation (2–8 h), and progeny virion release (8–10 h).",0.0,0.0
